"FundCode"	"Date"	"CCYExposure"
"17880"	"CCON"	2015-03-04	0.24924938560965
"17881"	"CCOP"	2015-03-04	0.109075679364351
"17882"	"CDYN"	2015-03-04	0.324942423359921
"17883"	"CDYP"	2015-03-04	0.317705852619487
"17884"	"CMOD"	2015-03-04	0.341664353582151
"17885"	"CMOP"	2015-03-04	0.273998445731921
"17886"	"CSTI"	2015-03-04	0.231156131788892
"17887"	"DBFO"	2015-03-04	0.00773663706950613
"17888"	"EBIOM"	2015-03-04	1.00003058407865
"17889"	"EEFO"	2015-03-04	0.992651656352947
"17890"	"EQIO"	2015-03-04	0.00088198718015835
"17891"	"EURSCOFF"	2015-03-04	0.231050634373878
"17892"	"FOUND3GTAA"	2015-03-04	3.23886613409609
"17893"	"FOUND3SAA"	2015-03-04	1.56843965270163
"17894"	"FOUND4GTAA"	2015-03-04	3.23755752546926
"17895"	"FOUND4SAA"	2015-03-04	1.50187457335587
"17896"	"FOUND5GTAA"	2015-03-04	3.17651242141557
"17897"	"FOUND5SAA"	2015-03-04	1.23148255975098
"17898"	"FOUNDDBFO"	2015-03-04	0.00699152338811056
"17899"	"FOUNDEURXUK"	2015-03-04	0.999969542662627
"17900"	"FOUNDGEMEQ"	2015-03-04	0.00216373662841558
"17901"	"FOUNDGSBO"	2015-03-04	0.245560638681863
"17902"	"FOUNDUKALPHA"	2015-03-04	0.00192557198642773
"17903"	"FOUNDUKEQ"	2015-03-04	0.00205302024517063
"17904"	"FRGBF"	2015-03-04	0.512708248612824
"17905"	"GEAR"	2015-03-04	0.00583979817682694
"17906"	"GEFO"	2015-03-04	0.91857923718264
"17907"	"GSAF"	2015-03-04	0.0546568434803773
"17908"	"GSBO"	2015-03-04	0.250682416518511
"17909"	"HBOS"	2015-03-04	0.998648929169854
"17910"	"JSFO"	2015-03-04	0.999136978539478
"17911"	"MIHYB"	2015-03-04	0.026325048340745
"17912"	"NAEO"	2015-03-04	0.994393807852395
"17913"	"OMDUS"	2015-03-04	0.000587006588297237
"17914"	"OMGB"	2015-03-04	0.0659577322042608
"17915"	"OMTSY"	2015-03-04	0
"17916"	"OMUKALPHA"	2015-03-04	0.0005606597067437
"17917"	"SFSYPT"	2015-03-04	0.996570382143082
"17918"	"SKAN"	2015-03-04	1.88879885857347e-08
"17919"	"SKASIANEQ"	2015-03-04	0.873369891325345
"17920"	"SKDIV"	2015-03-04	0.08882431789186
"17921"	"SKEUREQ"	2015-03-04	0.474866305003074
"17922"	"SKGBLBND"	2015-03-04	0.478178574078697
"17923"	"SKGCHNEQ"	2015-03-04	0.970945880828757
"17924"	"SKGEN34"	2015-03-04	0.0613110969045556
"17925"	"SKGEN36"	2015-03-04	0.0668664804663799
"17926"	"ARBEA"	2015-03-19	0.0173378664921211
"17927"	"AS17"	2015-03-19	0
"17928"	"AS4"	2015-03-19	0.925418428366456
"17929"	"ASFO"	2015-03-19	0.978617610610962
"17930"	"CBAL"	2015-03-19	0.271063184898395
"17931"	"CBAP"	2015-03-19	0.211175769287158
"17932"	"CBFO"	2015-03-19	0.00481368347038669
"17933"	"CCON"	2015-03-19	0.264566513626027
"17934"	"CCOP"	2015-03-19	0.103332222349957
"17935"	"CDYN"	2015-03-19	0.321455810289825
"17936"	"CDYP"	2015-03-19	0.317474956358474
"17937"	"CMOD"	2015-03-19	0.340632309306912
"17938"	"CMOP"	2015-03-19	0.275865302633141
